city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Yakima,Frank Hawley,Home Office,0.02,1,2013-03-20,33283,Medium,48,0.77,Technology,Small Box,Telephones and Communication,366.18,East,7115,2422.72,2013-03-24,Regular Air,8.99,New Hampshire,65.99,3839
Post Falls,Tamara Manning,Corporate,0.02,1,2013-03-20,8387,Not Specified,35,0.37,Furniture,Jumbo Box,Tables,-1402.68,West,4677,10462.54,2013-03-20,Delivery Truck,69.64,Washington,218.75,98902
Wylie,George Bell,Corporate,0.08,1,2013-03-21,30308,Medium,15,0.37,Office Supplies,Small Box,Binders and Binder Accessories,185.09,West,1149,1133.96,2013-03-21,Regular Air,12.62,Idaho,31.74,83854
Youngstown,Jas O'Carroll,Corporate,0.09,1,2013-03-21,15744,Critical,16,0.37,Office Supplies,Small Box,Binders and Binder Accessories,-59.18,Central,4256,30.38,2013-03-22,Regular Air,4.79,Texas,1.8,75098
Richmond,Michelle Moray,Corporate,0.07,1,2013-03-21,30374,Critical,12,0.57,Office Supplies,Small Box,Paper,290.77,East,2186,838.81,2013-03-22,Regular Air,6.79,Ohio,55.48,44511
Denver,Fred Harton,Home Office,0.05,1,2013-03-21,32641,High,18,0.36,Office Supplies,Small Box,Appliances,131.44,South,4268,709.54,2013-03-22,Regular Air,3.99,Kentucky,59.98,40475
Richmond,Michelle Moray,Corporate,0,1,2013-03-21,30374,Critical,42,0.4,Office Supplies,Small Box,Binders and Binder Accessories,-9.57,West,4589,167.53,2013-03-22,Regular Air,5.6,Colorado,8.85,80219
Augusta,Peter Fuller,Corporate,0.06,1,2013-03-21,44290,Medium,49,0.51,Technology,Small Pack,Computer Peripherals,515.64,South,4269,1220.08,2013-03-22,Regular Air,1.99,Kentucky,28.48,40475
Augusta,Peter Fuller,Corporate,0.01,1,2013-03-21,44290,Medium,28,0.4,Furniture,Small Pack,Office Furnishings,4.68,South,6253,508.38,2013-03-23,Regular Air,5.4,Georgia,10.4,30904
Augusta,Peter Fuller,Corporate,0.02,1,2013-03-21,44290,Medium,41,0.37,Office Supplies,Small Box,Paper,-114.58,South,6254,281.09,2013-03-23,Regular Air,9.86,Georgia,9.06,30904
Lancaster,Duane Huffman,Consumer,0.02,1,2013-03-22,29671,Critical,43,0.59,Office Supplies,Small Box,Paper,-75.28,South,6255,276.65,2013-03-23,Regular Air,5.87,Georgia,6.48,30904
Inglewood,Eric Barreto,Consumer,0.02,1,2013-03-22,53060,Critical,4,0.4,Office Supplies,Small Box,Pens and Art Supplies,221.63,Central,4181,1511.7,2013-03-23,Regular Air,7.73,Texas,34.99,75146
Inglewood,Eric Barreto,Consumer,0.1,1,2013-03-22,53060,Critical,36,0.65,Office Supplies,Wrap Bag,Paper,-2.82,West,7443,38.58,2013-03-24,Regular Air,2.15,California,9.11,90301
Lees Summit,Bruce Stewart,Corporate,0,1,2013-03-23,4037,High,27,0.37,Technology,Small Box,Computer Peripherals,-71.55,West,7442,739.07,2013-03-24,Regular Air,5.99,California,20.95,90301
Somerville,Shirley Jackson,Corporate,0.07,1,2013-03-24,5830,Medium,49,0.57,Office Supplies,Small Box,Paper,-101.85,Central,593,188.07,2013-03-24,Regular Air,7.86,MO,6.48,64064
Crofton,Michelle Tran,Corporate,0.1,1,2013-03-24,5414,Not Specified,14,0.66,Furniture,Large Box,Office Furnishings,241.74,East,809,2012.14,2013-03-25,Regular Air,14.45,MA,40.97,2145
Bethesda,Vivek Sundaresam,Home Office,0.05,1,2013-03-24,44546,Critical,15,0.36,Office Supplies,Small Box,Storage and Organization,-27.08,East,756,284.62,2013-03-25,Express Air,5.42,Maryland,20.98,21114
Mineral Wells,Brian Stugart,Consumer,0.1,1,2013-03-24,36866,Low,32,0.6,Office Supplies,Wrap Bag,Rubber Bands,4.26,East,6293,55.2,2013-03-25,Regular Air,1.63,Maryland,3.58,20814
Friendswood,Jeremy Ellison,Small Business,0.04,1,2013-03-24,52135,Low,38,0.5,Office Supplies,Small Box,Storage and Organization,1462.42,Central,5187,6245.76,2013-03-26,Regular Air,9.99,Texas,210.55,76067
Dumont,Benjamin Venier,Small Business,0.02,1,2013-03-25,18017,Critical,22,0.76,Technology,Small Box,Computer Peripherals,863.57,Central,7312,3922.96,2013-03-26,Regular Air,19.99,Texas,99.99,77546
Sioux Falls,Paul Prost,Corporate,0.04,1,2013-03-25,42597,Medium,5,0.64,Furniture,Jumbo Box,Tables,-715.78,East,2478,5202.9,2013-03-27,Delivery Truck,54.12,New Jersey,296.18,7628
Hudson,Liz Willingham,Home Office,0.08,1,2013-03-25,35430,Low,31,0.56,Technology,Small Pack,Computer Peripherals,-32.78,Central,6013,29.66,2013-03-27,Regular Air,4.32,South Dakota,4.98,57103
San Francisco,Karen Carlisle,Home Office,0.03,1,2013-03-25,19815,Not Specified,33,0.36,Technology,Small Box,Telephones and Communication,173.93,East,4982,1655.37,2013-03-27,Regular Air,8.99,Ohio,65.99,44236
Hudson,Liz Willingham,Home Office,0.1,1,2013-03-25,35430,Low,48,0.54,Office Supplies,Small Box,Paper,-102.36,West,2746,167.07,2013-03-28,Regular Air,6.07,California,4.98,94110
Hudson,Liz Willingham,Home Office,0.05,1,2013-03-25,35430,Low,16,0.69,Office Supplies,Wrap Bag,Pens and Art Supplies,9.5,East,4981,133.43,2013-03-29,Regular Air,0.93,Ohio,2.84,44236
Southgate,Lela Donovan,Corporate,0.05,1,2013-03-26,7169,Medium,22,0.47,Furniture,Medium Box,Office Furnishings,608.74,East,4980,1835.84,2013-04-01,Regular Air,13.99,Ohio,110.98,44236
Southgate,Lela Donovan,Corporate,0.07,1,2013-03-26,7169,Medium,30,0.56,Furniture,Small Box,Office Furnishings,-39,Central,992,446.72,2013-03-28,Regular Air,14.39,Michigan,20.28,48195
Portsmouth,Muhammed Yedwab,Consumer,0.1,1,2013-03-26,27875,Low,5,0.59,Technology,Small Box,Telephones and Communication,303.53,Central,993,1580.6,2013-03-28,Regular Air,2.79,Michigan,65.99,48195
Glen Burnie,Ross DeVincentis,Corporate,0.07,1,2013-03-27,10919,High,42,0.83,Office Supplies,Large Box,Appliances,-190.3,South,3909,64.97,2013-03-31,Regular Air,49,Virginia,3.48,23701
Wilmington,Paul Stevenson,Corporate,0.01,1,2013-03-27,37923,Not Specified,29,0.36,Office Supplies,Large Box,Storage and Organization,-1231.87,East,1511,2040.95,2013-03-27,Regular Air,35,Maryland,48.91,21061
Draper,Kelly Williams,Corporate,0.04,1,2013-03-27,58657,Critical,43,0.42,Office Supplies,Small Box,Paper,-79.67,South,5337,198.43,2013-03-28,Regular Air,6.81,North Carolina,6.48,28403
Thousand Oaks,Jeremy Pistek,Corporate,0.06,1,2013-03-28,21988,Medium,4,0.57,Technology,Small Pack,Computer Peripherals,519.7,West,8203,1338.12,2013-03-29,Regular Air,1.99,Utah,31.78,84020
Florence,Tracy Blumstein,Home Office,0,1,2013-03-28,35425,Not Specified,25,0.37,Office Supplies,Jumbo Drum,Appliances,-431.45,West,3068,1337.19,2013-03-30,Delivery Truck,91.05,California,328.14,91360
Florence,Tracy Blumstein,Home Office,0.08,1,2013-03-28,35425,Not Specified,45,0.52,Office Supplies,Small Box,Binders and Binder Accessories,-88.19,South,4977,100.34,2013-03-30,Regular Air,5.47,South Carolina,3.58,29501
Pasadena,Mark Haberlin,Small Business,0.06,1,2013-03-28,5094,Not Specified,2,0.46,Office Supplies,Wrap Bag,Rubber Bands,-4.04,South,4978,75.68,2013-03-30,Regular Air,0.75,South Carolina,1.81,29501
Plainview,Phillip Flathmann,Small Business,0.08,1,2013-03-28,6050,Low,47,0.79,Office Supplies,Wrap Bag,Pens and Art Supplies,-38.28,West,716,79.58,2013-03-30,Regular Air,4.27,California,37.44,91104
Plainview,Phillip Flathmann,Small Business,0.06,1,2013-03-28,6050,Low,3,0.37,Furniture,Large Box,Tables,-505.98,East,844,9574.82,2013-04-02,Regular Air,69,New York,209.37,11803
Indianapolis,Greg Guthrie,Corporate,0.04,1,2013-03-29,51558,Not Specified,47,0.56,Technology,Jumbo Drum,Office Machines,-219.78,East,843,261.94,2013-04-04,Delivery Truck,33.6,New York,80.97,11803
Streamwood,Alan Barnes,Corporate,0.08,1,2013-03-29,42209,High,5,0.58,Furniture,Jumbo Drum,Tables,85.29,Central,7233,4177.66,2013-03-29,Delivery Truck,60,Indiana,85.29,46203
Indianapolis,Greg Guthrie,Corporate,0,1,2013-03-29,51558,Not Specified,34,0.37,Office Supplies,Small Box,Appliances,-12.82,Central,5944,324.55,2013-03-29,Regular Air,0.99,Illinois,67.84,60107
Bessemer,Erin Mull,Small Business,0.03,1,2013-03-29,40832,High,22,0.49,Office Supplies,Small Box,Paper,-87.27,Central,7232,245.4,2013-03-29,Regular Air,6.92,Indiana,6.68,46203
Tinley Park,Alan Barnes,Corporate,0.04,1,2013-03-29,42209,High,31,0,Furniture,Small Pack,Office Furnishings,122.78,South,5748,447.23,2013-03-30,Regular Air,6.67,Alabama,20.24,35020
Shawnee,Ritsa Hightower,Corporate,0.08,1,2013-03-30,44706,Low,18,0.67,Furniture,Large Box,Chairs and Chairmats,2795.36,Central,5945,8901.78,2013-04-01,Regular Air,24.49,Illinois,276.2,60477
Pleasure Ridge Park,Michelle Moray,Corporate,0.1,1,2013-03-30,19206,Low,32,0.6,Furniture,Jumbo Box,Tables,-352.24,Central,6317,7556.61,2013-04-01,Delivery Truck,110.2,Oklahoma,424.21,74801
Pleasure Ridge Park,Michelle Moray,Corporate,0,1,2013-03-30,19206,Low,40,0.36,Furniture,Jumbo Drum,Chairs and Chairmats,-210.3,South,2658,800,2013-04-01,Delivery Truck,14.36,Kentucky,25.98,40258
Weslaco,Gary Zandusky,Home Office,0.09,1,2013-03-30,4743,Low,29,0.35,Office Supplies,Small Box,Binders and Binder Accessories,-6.54,South,2657,88.02,2013-04-03,Regular Air,1.49,Kentucky,2.08,40258
Greensboro,Jonathan Doherty,Corporate,0.04,1,2013-03-30,38659,Low,48,0.45,Office Supplies,Small Box,Binders and Binder Accessories,128.99,Central,680,352.55,2013-04-03,Regular Air,1.49,Texas,12.97,78596
Stillwater,Ritsa Hightower,Corporate,0.07,1,2013-03-30,44706,Low,33,0.37,Technology,Small Box,Computer Peripherals,1560.82,South,5445,3982.42,2013-04-03,Regular Air,6.13,North Carolina,83.1,27405
Greensboro,Jonathan Doherty,Corporate,0.05,1,2013-03-30,38659,Low,32,0.63,Office Supplies,Wrap Bag,Rubber Bands,3.35,Central,6318,47.48,2013-04-04,Regular Air,0.7,Oklahoma,1.48,74074
Weslaco,Gary Zandusky,Home Office,0.01,1,2013-03-30,4743,Low,32,0.83,Furniture,Jumbo Box,Tables,-395.12,South,5446,4025.66,2013-04-06,Delivery Truck,51.94,North Carolina,124.49,27405
Roosevelt,Daniel Lacy,Small Business,0.05,1,2013-03-30,33921,Low,35,0.56,Office Supplies,Small Box,Storage and Organization,-245.62,Central,681,719.64,2013-04-06,Regular Air,11.52,Texas,20.89,78596
Elk Grove Village,Jim Radford,Corporate,0.08,1,2013-03-31,52964,Critical,44,0.59,Furniture,Jumbo Drum,Chairs and Chairmats,196.21,East,4776,1794.03,2013-04-08,Delivery Truck,14.19,New York,50.98,11575
Dix Hills,Dorris Love,Corporate,0.04,1,2013-03-31,53668,Not Specified,9,0.57,Furniture,Large Box,Office Furnishings,828.27,Central,7430,5735.79,2013-04-01,Regular Air,24.49,Illinois,136.98,60007
West Hollywood,Bradley Drucker,Small Business,0.05,1,2013-03-31,23238,Not Specified,25,0.4,Office Supplies,Small Pack,Scissors Rulers and Trimmers,-10.38,East,7517,98.24,2013-04-01,Regular Air,3.37,New York,10.98,11746
Sulphur Springs,David Philippe,Consumer,0.06,1,2013-04-01,46434,Critical,34,0.39,Technology,Jumbo Drum,Office Machines,-44.52,West,3243,2976.19,2013-04-02,Delivery Truck,56.14,California,115.99,90069
Dundalk,Cynthia Delaney,Home Office,0,1,2013-04-01,44358,High,22,0.68,Office Supplies,Small Box,Binders and Binder Accessories,270.29,Central,6524,800.39,2013-04-02,Regular Air,2.99,Texas,24.95,75482
Batavia,Becky Castell,Consumer,0.1,1,2013-04-01,21889,Low,16,0.59,Furniture,Jumbo Box,Tables,547.04,East,6266,5288.89,2013-04-03,Delivery Truck,32.48,Maryland,227.55,21222
Mount Vernon,Scott Cohen,Consumer,0.05,1,2013-04-01,34371,Medium,18,0.56,Office Supplies,Small Box,Storage and Organization,103.38,Central,3053,817.18,2013-04-03,Regular Air,5.08,Illinois,55.29,60510
Batavia,Becky Castell,Consumer,0.08,1,2013-04-01,21889,Low,21,0.55,Technology,Jumbo Drum,Office Machines,1886.66,East,4831,8334.03,2013-04-03,Delivery Truck,14.7,Ohio,510.14,43050
Terrytown,Aleksandra Gannaway,Corporate,0.06,1,2013-04-02,38596,Medium,20,0.47,Furniture,Small Box,Office Furnishings,135.79,Central,3052,1049.79,2013-04-08,Regular Air,19.99,Illinois,51.75,60510
Mcminnville,Alex Russell,Home Office,0.01,1,2013-04-02,19812,Low,3,0.71,Office Supplies,Wrap Bag,Pens and Art Supplies,-14.99,South,5432,193.7,2013-04-03,Regular Air,4.82,Louisiana,9.85,70056
Lodi,Bill Shonely,Small Business,0.03,1,2013-04-03,22627,Low,46,0.65,Furniture,Jumbo Box,Tables,-163.2,West,2744,1358.78,2013-04-07,Delivery Truck,45.7,Oregon,550.98,97128
Alexandria,Georgia Rosenberg,Consumer,0.09,1,2013-04-03,12999,High,31,0.79,Furniture,Jumbo Box,Bookcases,-1061.68,West,3152,6803,2013-04-03,Delivery Truck,66.27,California,150.98,95240
Ferguson,Hallie Redmond,Small Business,0.07,1,2013-04-03,22022,Critical,1,0.57,Office Supplies,Small Box,Storage and Organization,-435.56,South,1814,2712.07,2013-04-04,Regular Air,19.99,Virginia,95.43,22304
Fort Dodge,Matt Collins,Consumer,0.03,1,2013-04-03,5318,High,29,0.59,Technology,Jumbo Drum,Office Machines,-3461.12,Central,3072,1409.86,2013-04-04,Delivery Truck,29.7,MO,1500.97,63135
Fort Dodge,Matt Collins,Consumer,0.08,1,2013-04-03,5318,High,8,0.55,Technology,Small Box,Telephones and Communication,1196.37,Central,740,5010.74,2013-04-04,Express Air,4.2,Iowa,200.99,50501
Bangor,Bill Shonely,Small Business,0.09,1,2013-04-03,22627,Low,33,0.46,Office Supplies,Small Box,Appliances,195.16,Central,739,1042.25,2013-04-05,Regular Air,0.99,Iowa,131.12,50501
Salinas,Jennifer Patt,Home Office,0.08,1,2013-04-04,39847,Not Specified,29,0.37,Furniture,Small Box,Office Furnishings,614.03,East,3151,1934.6,2013-04-08,Regular Air,14.48,Maine,63.94,4401
Salinas,Jennifer Patt,Home Office,0.08,1,2013-04-04,39847,Not Specified,49,0.73,Office Supplies,Small Box,Binders and Binder Accessories,-127.01,West,5630,125.41,2013-04-05,Regular Air,6.21,California,4.38,93905
Salinas,Jennifer Patt,Home Office,0.08,1,2013-04-04,39847,Not Specified,20,0.58,Office Supplies,Small Box,Storage and Organization,379.11,West,5631,3170.52,2013-04-05,Regular Air,6.88,California,64.98,93905
Forest Park,Ashley Jarboe,Home Office,0.03,1,2013-04-04,21600,Low,17,0.36,Technology,Small Box,Telephones and Communication,142.55,West,5632,2488.48,2013-04-06,Regular Air,8.99,California,155.99,93905
Edgewood,Pete Takahito,Corporate,0.06,1,2013-04-05,7936,Low,50,0.61,Office Supplies,Wrap Bag,Paper,48.55,South,2991,169.48,2013-04-11,Regular Air,2.27,Georgia,10.14,30297
Edgewood,Pete Takahito,Corporate,0.06,1,2013-04-05,7936,Low,15,0.57,Furniture,Jumbo Box,Bookcases,-868.88,East,1077,2851.17,2013-04-05,Delivery Truck,36.61,Maryland,58.14,21040
Upper Saint Clair,Katrina Willman,Consumer,0.1,1,2013-04-06,56003,Critical,13,0.7,Office Supplies,Medium Box,Storage and Organization,-41.86,East,1078,183.43,2013-04-10,Regular Air,6.27,Maryland,12.44,21040
Londonderry,Eric Barreto,Consumer,0.01,1,2013-04-06,29700,Medium,9,0.37,Furniture,Jumbo Box,Tables,-364.87,East,7835,1835.47,2013-04-07,Delivery Truck,16.01,Pennsylvania,150.98,15241
Harlingen,Melanie Page,Corporate,0.04,1,2013-04-06,22881,Medium,33,0.56,Office Supplies,Small Box,Labels,5.02,East,4182,30.35,2013-04-07,Regular Air,0.99,New Hampshire,3.08,3053
La Mesa,Evan Henry,Corporate,0.08,1,2013-04-07,26786,Medium,29,0.58,Office Supplies,Small Box,Storage and Organization,-120.48,Central,3188,476.06,2013-04-07,Regular Air,9.37,Texas,14.03,78550
Inglewood,Eric Murdock,Home Office,0.06,1,2013-04-07,5990,Critical,9,0.37,Office Supplies,Small Box,Appliances,-25.41,West,3751,296.94,2013-04-08,Regular Air,3.99,California,10.98,91941
Kirkland,Stephanie Phelps,Consumer,0.08,1,2013-04-07,11943,Low,19,0.73,Office Supplies,Small Box,Paper,-27.78,West,838,63.91,2013-04-08,Regular Air,6.35,California,6.48,90301
Clovis,Matthew Grinstein,Small Business,0.06,1,2013-04-07,9664,High,13,0.37,Furniture,Jumbo Drum,Chairs and Chairmats,-425.72,West,1658,1270.73,2013-04-09,Delivery Truck,30,Washington,70.98,98034
El Mirage,Trudy Bell,Consumer,0.01,1,2013-04-07,57889,Low,39,0.57,Office Supplies,Small Box,Paper,-64.95,West,1321,88.38,2013-04-10,Regular Air,8.4,New Mexico,6.48,88101
Kirkland,Stephanie Phelps,Consumer,0.09,1,2013-04-07,11943,Low,49,0.38,Technology,Wrap Bag,Telephones and Communication,216.7,West,8108,723.31,2013-04-11,Regular Air,0.99,Arizona,20.99,85335
Ontario,Deborah Brumfield,Small Business,0.03,1,2013-04-08,28007,Not Specified,23,0.59,Office Supplies,Small Box,Binders and Binder Accessories,7.35,West,1657,657.94,2013-04-14,Regular Air,7.17,Washington,14.45,98034
Ontario,Deborah Brumfield,Small Business,0.02,1,2013-04-08,28007,Not Specified,20,0.58,Office Supplies,Large Box,Appliances,-1045.25,West,3930,128.97,2013-04-09,Regular Air,49,California,3.48,91761
Ontario,Deborah Brumfield,Small Business,0.04,1,2013-04-08,28007,Not Specified,20,0.6,Office Supplies,Small Pack,Pens and Art Supplies,-78.81,West,3931,238.77,2013-04-09,Regular Air,7.95,California,11.66,91761
Peachtree City,Kean Takahito,Home Office,0.05,1,2013-04-08,26951,Not Specified,3,0.38,Office Supplies,Small Pack,Scissors Rulers and Trimmers,12.82,West,3932,257.34,2013-04-09,Regular Air,3.14,California,12.98,91761
Lufkin,George Ashbrook,Consumer,0.03,1,2013-04-09,24581,High,8,0.35,Technology,Medium Box,Office Machines,-318.59,South,3777,451.81,2013-04-09,Regular Air,13.99,Georgia,150.98,30269
Grand Junction,Anthony Rawles,Small Business,0.06,1,2013-04-09,54917,High,12,0.36,Office Supplies,Small Box,Binders and Binder Accessories,4.08,Central,3448,38.56,2013-04-10,Regular Air,1.49,Texas,4.55,75901
Poinciana,Russell D'Ascenzo,Consumer,0.01,1,2013-04-09,29478,High,15,0.57,Technology,Large Box,Copiers and Fax,-517.08,West,7661,6034.68,2013-04-10,Regular Air,24.49,Colorado,499.99,81503
Marrero,Richard Eichhorn,Consumer,0.04,1,2013-04-10,12613,Medium,18,0.55,Technology,Wrap Bag,Telephones and Communication,19.61,South,4156,272.89,2013-04-12,Regular Air,0.99,Florida,20.99,34759
Marrero,Richard Eichhorn,Consumer,0,1,2013-04-10,12613,Medium,28,0.39,Furniture,Small Pack,Office Furnishings,77.53,South,1762,225.37,2013-04-11,Express Air,2.85,Louisiana,12.22,70072
Atascadero,Nora Paige,Small Business,0.05,1,2013-04-10,45605,Medium,7,0.64,Office Supplies,Small Box,Binders and Binder Accessories,587.01,South,1761,1751.08,2013-04-11,Regular Air,10.29,Louisiana,59.78,70072
Owosso,Chuck Clark,Corporate,0.04,1,2013-04-10,40164,Not Specified,8,0.51,Furniture,Jumbo Box,Tables,-248.78,West,6418,1494.27,2013-04-12,Delivery Truck,52.2,California,212.6,93422
Inglewood,Eric Murdock,Home Office,0.04,1,2013-04-10,19296,High,43,0.59,Furniture,Small Box,Office Furnishings,75.63,Central,5683,184.07,2013-04-12,Regular Air,7.58,Michigan,22.98,48841
Carlsbad,Karl Brown,Corporate,0,1,2013-04-10,5472,Low,32,0.36,Office Supplies,Wrap Bag,Pens and Art Supplies,-37.76,West,2667,75.73,2013-04-12,Express Air,1.57,California,1.68,90301
San Francisco,Juliana Krohn,Corporate,0.09,1,2013-04-10,45158,Low,40,0.37,Office Supplies,Small Box,Paper,-84.33,West,763,216.08,2013-04-12,Regular Air,6.65,California,6.48,92008
Carlsbad,Karl Brown,Corporate,0.09,1,2013-04-10,5472,Low,12,0.58,Office Supplies,Wrap Bag,Paper,131.7,West,6367,375.52,2013-04-12,Regular Air,2.03,California,9.68,94110
Marrero,Richard Eichhorn,Consumer,0.08,1,2013-04-10,12613,Medium,3,0.4,Technology,Small Box,Telephones and Communication,-182.97,West,765,1098.15,2013-04-12,Regular Air,5.92,California,115.99,92008
Carlsbad,Karl Brown,Corporate,0.09,1,2013-04-10,5472,Low,27,0.59,Office Supplies,Small Box,Binders and Binder Accessories,-16.01,South,1760,15.64,2013-04-13,Regular Air,6.27,Louisiana,3.36,70072
San Francisco,Juliana Krohn,Corporate,0.03,1,2013-04-10,45158,Low,15,0.39,Office Supplies,Small Box,Storage and Organization,-24.44,West,764,339.03,2013-04-14,Regular Air,4.51,California,13.48,92008
Cleveland,Alejandro Grove,Corporate,0.07,1,2013-04-10,53349,Low,46,0.55,Office Supplies,Wrap Bag,Rubber Bands,23.52,West,6368,63.84,2013-04-15,Express Air,0.71,California,3.78,94110
Springfield,Catherine Glotzbach,Home Office,0.04,1,2013-04-11,52839,High,8,0.56,Furniture,Jumbo Drum,Chairs and Chairmats,2349.29,East,7472,11002.66,2013-04-19,Delivery Truck,43.32,Ohio,243.98,44105
Menlo Park,Natalie Webber,Corporate,0.05,1,2013-04-11,55203,Low,18,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,-22.84,West,7407,30.17,2013-04-11,Regular Air,3.97,Oregon,3.28,97477
Lewiston,Ricardo Block,Corporate,0.02,1,2013-04-11,7078,High,29,0.39,Technology,Small Box,Telephones and Communication,0.71,West,7702,994.47,2013-04-11,Regular Air,7.69,California,65.99,94025
Riviera Beach,Tracy Zic,Consumer,0.01,1,2013-04-11,3040,Medium,13,0.37,Furniture,Small Pack,Office Furnishings,65.35,West,978,465.52,2013-04-12,Express Air,8.99,Idaho,14.98,83501
Lewiston,Ricardo Block,Corporate,0.1,1,2013-04-11,7078,High,11,0.4,Office Supplies,Small Box,Paper,-31.54,South,447,98.39,2013-04-12,Express Air,6.6,Florida,6.48,33404
Tigard,Catherine Glotzbach,Home Office,0.1,1,2013-04-11,52839,High,25,0.83,Office Supplies,Small Box,Binders and Binder Accessories,-47.02,West,976,49.58,2013-04-12,Express Air,6.27,Idaho,3.36,83501
Lewiston,Ricardo Block,Corporate,0.05,1,2013-04-11,7078,High,16,0.74,Technology,Small Pack,Telephones and Communication,-155.3,West,7408,1158.6,2013-04-12,Regular Air,2.5,Oregon,55.99,97224
Lewiston,Ricardo Block,Corporate,0.01,1,2013-04-11,7078,High,9,0.42,Furniture,Jumbo Drum,Chairs and Chairmats,-885.73,West,977,1939.65,2013-04-13,Delivery Truck,70.2,Idaho,122.99,83501
